What objects that satisfy the following statement : (subject : Transcend Information | relation : CompanyHasParentOrganisation | objects : ?)
What objects that satisfy the following statement : (subject : Moselle | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Isère | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Qotur River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Velikaya River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Vyatka | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Tiber | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Shatt al-Arab | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Korana | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Vézère | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Ebro | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Kiso River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : River Thames | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Leie | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Saco River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Western Bug | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Qvirila River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Batman River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Indus River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Athabasca River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Danube | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Adige | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Oise | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Büyük Menderes River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Ural River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Afrin River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Main | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Niger River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Missouri River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Orontes River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Ros River | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Psel | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Debed | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Semois | relation : RiverBasinsCountry | objects : ?)
What objects that satisfy the following statement : (subject : Heirs to the Land | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Arde Madrid | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : House With the Lilies | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Sex Traffic | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Luisa Sanfelice | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : De Nieuwe Wildernis | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Cosmos: A Spacetime Odyssey | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Dostoevsky | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : The Last Moskal | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Acts of the Apostles | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Hap and Leonard | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Burning Bush | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Il sogno del maratoneta | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Little Britain USA | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : The New Legends of Monkey | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Diary of a Teacher | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Frank Lloyd Wright | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Guest from the Future | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Dinotopia | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Soundbreaking | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Vinaři | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Maysa: Quando Fala o Coração | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Dim batka tvoho | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : St. Francis | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Mira lo que has hecho | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Welcome to Eden | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Instynkt | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Damo | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Covert One: The Hades Factor | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Crossing Lines | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Star Trek: Of Gods and Men | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : The Buddha of Suburbia | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : A Series of Unfortunate Events | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Daniel Deronda | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Os Maias: Cenas da Vida Romântica | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Some Mothers Do 'Ave 'Em | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : The Jeff Corwin Experience | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : All Aussie Adventures | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Mrs Wilson | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Felizes para Sempre? | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Jul i Svingen | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Catherine the Great | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : The Walking Dead: Cold Storage | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : An Emmy for Megan | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Beloved Eun-dong | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Oliver Twist | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Nineties | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Proceso a Mariana Pineda | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Cancer: the emperor of all maladies | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Salt for Life | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Il segno del comando | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Néboa | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Peppino Girella | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Gunpowder, Treason & Plot | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Augustine: The Decline of the Roman Empire | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Mildred Pierce | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Aashram | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Doctor Stranger | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Self Made: Inspired by the Life of Madam C. J. Walker | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Bodo | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Blackadder Goes Forth | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Panchayat | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Lonely and Horny | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Horákovi | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Conspiracy 365 | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Survivors | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Dois Irmãos (miniseries) | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Kadabra | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Deutscher | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : World Without End | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : The Abandoned | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : La dama velata | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Lost n' Found | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Jane Eyre | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Longlasting Youth | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Viva Hate | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : As Cariocas | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Episodi di Shahmaran, season 1 | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : La línea invisible | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : The Red Queen | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Vliegende Hollanders | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : La strada di casa | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Elite | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Becoming Human | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Coma | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Saint Rita | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : The Pillars of the Earth | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Four Seasons in Havana | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Grizzly Rage | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Superhero Landing | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Amamiyot | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Move On | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Miss Sherlock | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Yallahrup Færgeby | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Love, Victor | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : The Virgin Queen | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Now Apocalypse | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Landscapers | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Real Humans | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Måste gitt | relation : SeriesHasNumberOfEpisodes | objects : ?)
What objects that satisfy the following statement : (subject : Triesen | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Cuyuni-Mazaruni | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Viken | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Haute Matsiatra | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Littoral | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Gitega Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Gera District | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Mymensingh Division | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Bandundu Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Michigan | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Municipality of Tolmin | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Rogaland | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Taraba State | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Cần Thơ | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Mambéré-Kadéï | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Sliven Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Northland Region | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Seoul | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Carabobo | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Sulu | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Cuanza Norte Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Salta | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Amazonas | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Liguria | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Ekiti State | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Cojedes | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Primorje-Gorski Kotar County | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Constantine Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Hà Tĩnh | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Waikato Region | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Yên Bái | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Eastern Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Niğde Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Chimaltenango Department | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Kairouan Governorate | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Andijan Region | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Tennessee | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Kandal Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Ruše Municipality | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Jēkabpils Municipality | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Central Denmark Region | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Indiana | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Canton of Clervaux | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Florida | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Surin | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Sa Kaeo | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Hậu Giang | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Western Highlands Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Viana do Castelo | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Arkansas | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Vieux Fort Quarter | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Oti Region | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Tabuk Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Boyacá Department | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Udon Thani | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Shiga Prefecture | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Saxony | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Vestland | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Soroca District | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Kahramanmaraş Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Abyan Governorate | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Vorarlberg | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Valga County | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Ancash department | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Castries Quarter | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Ewa District | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Kujalleq | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Kagoshima Prefecture | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Surat Thani | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Canton of Remich | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Emirate of Fujairah | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Tottori Prefecture | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Al Buraimi Governorate | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Northern Region | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Sivas Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : North West Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Beni Abbes Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Niari Department | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Western Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Baden-Württemberg | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Laghman | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Erbil Governorate | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Vukovar-Syrmia County | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Santarém | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : East Azerbaijan Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Surxondaryo Region | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Muyinga Province | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Eastern Equatoria | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Manufahi Municipality | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Kayah State | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Yasothon | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Wasit Governorate | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Lavalleja Department | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Brittany | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Tafilah Governorate | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Satu Mare County | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Somogy County | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Aktobe Region | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Dhaka Division | relation : StateBordersState | objects : ?)
What objects that satisfy the following statement : (subject : Full Force | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Jackey Yoshikawa and His Blue Comets | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : No Angels | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : New Kids on the Block | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Sepultura | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Mnozil Brass | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : The Cranberries | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Buena Vista Social Club | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Blind Channel | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Kvarts | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : The Good-Bye | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Tic Tac Toe | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Sons of the Pioneers | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Omega | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Band of Gold | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Above & Beyond | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Hellbillies | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Prince and the Revolution | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Starland Vocal Band | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Tunnels | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Television | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Twice | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Jokke & Valentinerne | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : The September When | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : The Pogues | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Weather Report | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : America | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Talking Heads | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Exile | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Grandmaster Flash and the Furious Five | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Antònia Font | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : The Monkees | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Glay | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Linkin Park | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Alice Cooper | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Falling in Reverse | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : The Who | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : a-ha | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Gitarkameratene | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Fania All-Stars | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Dazz Band | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : ABBA | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : B'z | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : High on Fire | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Iron Maiden | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Sau | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Nightwork | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Euroboys | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Aerosmith | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Sportfreunde Stiller | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Doktor Kosmos | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Dimmu Borgir | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Foo Fighters | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Kalle | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Scorpions | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Journey | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Il Volo | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Queen | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Quantum Tangle | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Joan Jett & the Blackhearts | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Sigur Rós | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Fifth Harmony | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Bukkene Bruse | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Bundesjazzorchester | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Milladoiro | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : R.E.M. | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : GFriend | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Epydemye | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Katrina and the Waves | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Electric Light Orchestra | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Traveling Wilburys | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Culture Club | relation : BandHasMember | objects : ?)
What objects that satisfy the following statement : (subject : Bee Gees | relation : BandHasMember | objects : ?)
